input,region,output,value
MAC,ROW,OTM,0.03829908169827624
ELE,ROW,OTM,0.04245209651770988
VEH,ROW,OTM,0.036024509032342146
OTM,ROW,OTM,0.05110344546150746
SRV,ROW,OTM,0.25448887334452336
AGF,ROW,SRV,0.012909057856799543
MIN,ROW,SRV,0.004506590759459987
ENR,ROW,SRV,0.01100293644303434
CHM,ROW,SRV,0.012222716229918667
TXL,ROW,SRV,0.0020756133505566206
WDP,ROW,SRV,0.007353730333305832
NMM,ROW,SRV,0.019957712047303997
MAC,ROW,SRV,0.004063836507877875
ELE,ROW,SRV,0.012597967935379758
VEH,ROW,SRV,0.00577148769944053
OTM,ROW,SRV,0.004782543471468627
SRV,ROW,SRV,0.34257007452551747
